,Job Title,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
124,Business Analyst,"About the Company

Our Client is a global leader in system integration, data centre management and digital transformation consultancy projects.

Responsibilities

We’re looking for a Business Analyst to lead the review and evaluation of project processes in order to achieve improvement and optimization.
Evaluate existing project processes, by reviewing and predicting any requirements for improvement;
Lead the development of strategies and solutions for process optimization;
Transform business requirements into tech solutions, using awareness of latest tech available for process automation;
Perform analysis on business and process requirements, by gathering necessary information from various stakeholders in different functions;
Present research, reports, and technical specifications to relevant stakeholders and decision makers;
Create project plans and monitor progress and performance through development to implementation and maintenance stages;
Prepare process flows, user stories, test cases, etc., to support product development;
Work closely with development teams, clients, and internal stakeholders on automation or improvement projects;
Monitor deliverables to manage project timeframes;
Prepare and maintain product documentation and provide end-user orientation or training.
Requirements
Bachelor Degree in Computer Science, Information Technology, or any relevant discipline;
At least 2 years of experience in software application development, testing and implementation;
Failiar with the full software development lifecycle;
Strong analytical and problem-solving skills;
Strong communication skills, both verbal and written, and able to articulate ideas clearly;
Ability to work well in cross-functional, diverse teams;
Highly motivated and able to work independently.
Employment Details
Permanent role;
Dynamic environment, with opportunity to work on impactful projects.
Get in touch with us

If you’d like to explore this opportunity, please reach out to WuFong Ng (R1879607) at wufong.ng @ fcs-careers.com for a confidential discussion.

FCS CAREERS PTE LTD (EA 94C4359)

Job Types: Full-time, Permanent

Salary: $4,000.00 to $5,000.00 /month

Experience:
Business Analyst: 3 years (Required)
Location:
Singapore (Preferred)
Work Remotely:
Temporarily due to COVID-19",-1,FCS CAREERS PTE LTD (94C4359),Singapore,-1,-1,-1,-1,-1,-1,-1,-1
125,Business Analyst,"About the Company

Our Client is a global leader in system integration, data centre management and digital transformation consultancy projects.

Responsibilities

We’re looking for a Business Analyst to lead the review and evaluation of project processes in order to achieve improvement and optimization.
Evaluate existing project processes, by reviewing and predicting any requirements for improvement;
Lead the development of strategies and solutions for process optimization;
Transform business requirements into tech solutions, using awareness of latest tech available for process automation;
Perform analysis on business and process requirements, by gathering necessary information from various stakeholders in different functions;
Present research, reports, and technical specifications to relevant stakeholders and decision makers;
Create project plans and monitor progress and performance through development to implementation and maintenance stages;
Prepare process flows, user stories, test cases, etc., to support product development;
Work closely with development teams, clients, and internal stakeholders on automation or improvement projects;
Monitor deliverables to manage project timeframes;
Prepare and maintain product documentation and provide end-user orientation or training.
Requirements
Bachelor Degree in Computer Science, Information Technology, or any relevant discipline;
At least 2 years of experience in software application development, testing and implementation;
Failiar with the full software development lifecycle;
Strong analytical and problem-solving skills;
Strong communication skills, both verbal and written, and able to articulate ideas clearly;
Ability to work well in cross-functional, diverse teams;
Highly motivated and able to work independently.
Employment Details
Permanent role;
Dynamic environment, with opportunity to work on impactful projects.
Get in touch with us

If you’d like to explore this opportunity, please reach out to WuFong Ng (R1879607) at wufong.ng @ fcs-careers.com for a confidential discussion.

FCS CAREERS PTE LTD (EA 94C4359)

Job Types: Full-time, Permanent

Salary: $4,000.00 to $5,000.00 /month

Experience:
Business Analyst: 3 years (Required)
Location:
Singapore (Preferred)
Work Remotely:
Temporarily due to COVID-19",-1,FCS CAREERS PTE LTD (94C4359),Singapore,-1,-1,-1,-1,-1,-1,-1,-1
126,Business Analyst,"Work with development team and Product Manager to assess product requirements and define business needs
Uncover and capture requirements as user stories
Build narratives and acceptance criteria for the prioritised user stories
Validate the acceptance criteria and work with the development team and Product Manager to deliver user stories each sprint
Work closely with the Solutions Architect to ensure the solution covers key use cases and is scalable
Work with the Quality Assurance team to ensure user requirements have been captured and tested
Degree/Diploma in Computer Science, Computer Engineering, Information Systems Management, Information Technology or related disciplines.
At least 2 years of experience in business analysis
At least 2 years of experience working in an agile environment
Ability to understand strategic objectives as well as business needs and challenges
Good communication skills, with ability to pitch ideas and influence stakeholders
Job Type: Contract

Experience:
Business analyst: 2 years (Preferred)
Agile development Environment: 2 years (Preferred)
Location:
Singapore (Preferred)",-1,Apar Innosys Pte Ltd,Singapore,-1,-1,-1,-1,-1,-1,-1,-1
127,Business Analyst,"Key Responsibilities:
Ensure appropriate stock placement ratio at multiple sites
Work closely with logistics planner to ensure that correct stock level of various product categories are maintained at all sites.
Detailed forecasting of capacity demand for stock
To produce week-by-week forecast and capacity shortfall on site utilization rate
To work together with stakeholders to mitigate the shortage.
To analyse the inventory and consumption trend at warehouses.
Requirements:
Candidate with minimum 2 years of relevant experience will be preferred.
Prior experience working in a warehouse environment would be an advantage.
Analytical and able to work in fast paced environment.
Proficient in MS Excel will be a plus.
Working Location: Nearest MRT station Joo Koon

Registration ID: R1764767

EA Licence No: 19C9622

Job Types: Full-time, Permanent

Salary: $3,000.00 to $5,000.00 /month

Experience:
Business Analyst: 2 years (Preferred)
Location:
Singapore (Preferred)
Work Remotely:
No",-1,Mason & Co Ptd Ltd,Singapore,-1,-1,-1,-1,-1,-1,-1,-1
128,Business Analyst,"Basic qualifications
Bachelor’s degree in Business Administration, Finance, Economics, Computer Science, Data Science, Engineering or other related fields
Expert working knowledge on SQL, and R to perform data querying, building data models and conduct data analysis.
Exceptional visualisation skills using Tableau, Qlikview or other relevant visualisation tools.
Exhibit sound business judgment, a proven ability to influence others, strong analytical skills, and a proven track record of taking ownership, leading data-driven analyses, and influencing result
Strong written and verbal communication skills, with a track record of presenting to senior management
Effective self-starter who excels in a lean and fast-paced organisation
Would you like to be part of a team focused on increasing adoption of the Amazon Web Services (AWS)? AWS is leading a paradigm shift in computing and is looking for world class candidates to lead and manage programs that enable excellence in the fast growing Customer Solution Management (CSM) team across APJ. You will help shape the rapidly growing CSM function, where your passion to define and implement standard processes, methodologies, and tools will be highly valued.

Role & Responsibilities
Amazon has a strong culture of data-driven decision-making; requiring timely, accurate, and actionable intelligence that delivers significant business value. We are looking for a hands-on and motivated self-starter who is passionate about using data to help us measure every area of the business and influence decision-making. In this role, the Business Analyst will play a key role in enabling data driven decision making, serving as a bridge through the business to design and scale ways to communicate complex multi-dimensional data sets in sophisticated way. Being highly strategic, analytical and a problem solver with a keen eye for detail, you will act as a catalyst in providing the CSM organization with in-depth data insight and will take a consultative approach to defining and building upon requirements and products. You will work with a complex stakeholder landscape to turn data into critical insights and knowledge to support data driven decision making.

You will work in virtual teams across APJ and worldwide to assess processes, determine business requirements and deliver data-driven recommendations, reports and dashboards balancing insight with what is technically feasible and pragmatic. Working in an Agile way and iterating frequently, you will leverage your deep understanding of data models, networks, databases and understand how data-driven changes to process, products, services, software and hardware can improve efficiencies and add value.

You will support the continuous evolution of management reporting, conduct complex data analysis and deliver business insights in an environment of rapid growth. You will be experienced at working with large data sets and the technical tools needed to work with them. You will possess excellent communication skills and Agile project management skills, will be customer obsessed and able to communicate complex business insights both verbally and in writing in a clear and precise manner.

Key responsibilities include but are not limited to:
Defining business requirements and reporting them back to stakeholders
Analyzing the design of technical systems and business models.
Carry out Processes modelling and Data modelling
Sourcing and implementing new business technology
Supporting variance analysis
Finding and supporting the build of technical solutions to business requirements
Producing reports on application development and implementation
Develop or enhance and provision of BI reporting through the deployment of self-service reports and dashboards
Develop or enhance and provision of advanced analysis through the use of classical statistical and machine driven techniques
Maintain thorough knowledge of existing and emerging open source and proprietary BI and advanced analysis tools, implementing new business technology.
Proactively propose enhancements, new features to data models and/or visualization tools to add value and understanding to the business
Troubleshoot challenges around data models, availability of data and visualization tools
Running A/B tests and analyzing data along with running QA checks.
Preferred qualifications
Prior experience working in a technology organization
Experience in implementing AWS/cloud services
“Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer, and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, disability, age, or other legally protected status.”",-1,Amazon Web Services Singapore,Singapore,-1,-1,-1,-1,-1,-1,-1,-1
129,Business Analyst,"We’re looking for a Business Analyst to work closely together with
Business Users Technical, UX and Creative Teams to gather and
translate and document user requirements into detailed functional
specifications for the technical teams. This role requires a
talented individual who can work closely with Technology, Business,
Creative, and User Experience Specialists.


Key Responsibilities


To gather requirements from business users and document such
requirements into detailed functional specifications for technical
teams.

This role also involves working closely with Technology, Business,
Creative, and User Experience Specialist.

Job Requirements
Accountable for gathering detailed business requirements and
translating them into technical requirements.
Assist business users in preparing Requirements Document (RD),
simplifying business requirements while still meeting business
needs.
Preparing and documenting detailed functional specifications
documentations.
Participate during the System Development, Integration and User
Acceptance Testing.
Assist business teams during pre-sales to scope out technical
solutions and needs.
Reports into: Chief Technology Officer

The ideal candidate is likely to possess the following
Experience in Project Coordination, Business Analysis, System
Analysis and Quality Analysis with practice in implementation
and integration strategies within a team-oriented environment.
Experience working with dispersed teams in different countries
and varying cultures.
Analytical skills to understand the Business Process and
Functionality, Business and Functional Requirements and to
translate them into System Requirement Specifications and
Functional Specifications.
Understand Functional, Regression, System Integration (SIT),
User Acceptance (UAT), Load/Performance, Security and Platform
testing.
Work with internal/external customers in analyzing business
needs and functional requirements.
Team Worker and Independent Contributor.
Communication (verbal and written).
Desirable: Digital Agency background preferred.

Professional Requirements
At least 2 years of relevant experience in a business analyst
role.
Fluent in both English and Chinese for business communication.

Salary and Benefits
Remuneration will be commensurate with experience.
Company provides twice yearly appraisals
Salary increments and promotions as appropriate.
Bonus may be given and will be based on company and staff
performance.
Secondary benefits include working closely with teams across
Southeast Asia and U.K, monthly activities for the company,
company trips and training provided by industry leaders.
The company also operates on in a linear environment where
opportunities to learn and be mentored is highly encouraged in
our agency.
Seniority Level:
Mid-Senior level
APPLY NOW",3.0,"Splash Interactive
3.0",Singapore,"Singapore, Singapore",51 to 200 employees,2000,Company - Public,Advertising & Marketing,Business Services,Unknown / Non-Applicable,-1
130,Technology Consulting : Senior Manager Enterprise Application & Cloud ( SAP ERP Implementation)_,"Description:
We help organisations to work smarter and grow faster. Our work is always evolving to respond to industry trends and management focus, and we combine our deep technical skills in response to our clients' changing needs. Over time, what we do remains closely linked with helping our clients improve the way they operate; innovate and grow; reduce costs; manage risks; leverage talent; and change the way they do business.

Our aim is to support our clients in designing, managing and executing lasting beneficial change.

Responsibilities:
Involve in business process improvement and ERP enablement initiatives
Conduct business needs analysis and identify key business challenges
Identify improvement opportunities to achieve clientsâ€™ desired business outcomes
Define to-be stage of processes, procedures, organisations, capabilities, solution application requirement and performance measurements
Develop deployment/enablement strategy, roadmap and plan to achieve â€˜to-beâ€™ stage effectively
Manage/conduct deployment activities and measure achievement of desired outcomes
Lead change for large scale multi-site ERP Implementation (SAP/S4), and other related transformational change efforts, including but not limited to efficiency and effectiveness initiatives; organizational restructurings; organizational capabilities development
Support team with gaining access to tenders, build proposals, win work and deliver projects.
A recognized Degree qualification.
For Senior Manager Min. 8 years and above of relevant experience.
Strong analytical, problem solving skills and creativity
Strong project management capability and ability to lead and manage complex cross functional, multidiscipline projects.
Strong understanding of how business processes work and integrate in an ERP environment
Ability to design and drive changes for business process re-engineering and organisational change
Strong SAP experience : experience in SAP Supply chain components such as SAP S/4 MM, PP, IBP, APO
Familiar with processes such as Order-to-Cash, Purchase-to-Pay, Plan-to-produce
Ability to design and drive changes for business process re-engineering and organisational change
Strong project management capability and ability to lead and manage complex cross functional, multidiscipline projects with strong client service mind-set
PMP and Togaf certification would be preferable
Strong written and verbal skills
Strong client service mind-set with good project management skills
Flexibility to travel in the region when required.
Strong project management capability and ability to lead and manage complex cross functional, multidiscipline projects with strong client service mind-set
PMP and Togaf certification would be preferable
Strong written and verbal skills

Description: We help organisations to work smarter and grow faster. Our work is always evolving to respond to industry trends and management focus, and we combine our deep technical skills in response to our clients' changing needs. Over time, what",-1,PricewaterhouseCoopers LLP,Singapore,-1,-1,-1,-1,-1,-1,-1,-1
131,Technology Consulting : Senior Manager Enterprise Application & Cloud ( SAP ERP Implementation)_,"Description:
We help organisations to work smarter and grow faster. Our work is always evolving to respond to industry trends and management focus, and we combine our deep technical skills in response to our clients' changing needs. Over time, what we do remains closely linked with helping our clients improve the way they operate; innovate and grow; reduce costs; manage risks; leverage talent; and change the way they do business.

Our aim is to support our clients in designing, managing and executing lasting beneficial change.

Responsibilities:
Involve in business process improvement and ERP enablement initiatives
Conduct business needs analysis and identify key business challenges
Identify improvement opportunities to achieve clientsâ€™ desired business outcomes
Define to-be stage of processes, procedures, organisations, capabilities, solution application requirement and performance measurements
Develop deployment/enablement strategy, roadmap and plan to achieve â€˜to-beâ€™ stage effectively
Manage/conduct deployment activities and measure achievement of desired outcomes
Lead change for large scale multi-site ERP Implementation (SAP/S4), and other related transformational change efforts, including but not limited to efficiency and effectiveness initiatives; organizational restructurings; organizational capabilities development
Support team with gaining access to tenders, build proposals, win work and deliver projects.
A recognized Degree qualification.
For Senior Manager Min. 8 years and above of relevant experience.
Strong analytical, problem solving skills and creativity
Strong project management capability and ability to lead and manage complex cross functional, multidiscipline projects.
Strong understanding of how business processes work and integrate in an ERP environment
Ability to design and drive changes for business process re-engineering and organisational change
Strong SAP experience : experience in SAP Supply chain components such as SAP S/4 MM, PP, IBP, APO
Familiar with processes such as Order-to-Cash, Purchase-to-Pay, Plan-to-produce
Ability to design and drive changes for business process re-engineering and organisational change
Strong project management capability and ability to lead and manage complex cross functional, multidiscipline projects with strong client service mind-set
PMP and Togaf certification would be preferable
Strong written and verbal skills
Strong client service mind-set with good project management skills
Flexibility to travel in the region when required.
Strong project management capability and ability to lead and manage complex cross functional, multidiscipline projects with strong client service mind-set
PMP and Togaf certification would be preferable
Strong written and verbal skills

Description: We help organisations to work smarter and grow faster. Our work is always evolving to respond to industry trends and management focus, and we combine our deep technical skills in response to our clients' changing needs. Over time, what",-1,PricewaterhouseCoopers LLP,Singapore,-1,-1,-1,-1,-1,-1,-1,-1
132,Business Analyst,"Job Description :
Job Roles & Responsibilities:
Responsible for the coordination, business requirements gathering/analysis,
Design, testing, implementation & quality control
All the activities required for the successful rollout of the Systems.

Job Requirements:
Shall have at least three (3) years of experience as a Business Analyst, Scrum Master, Product Owner or equivalent in Agile projects.
Shall be a Certified Product Owner or Certified Scrum Master or equivalent.
Shall hold Bachelor Degree or quivalent
Modeling techniques and methods
Leadership
Good Communication Skills
An Analytical Mind

Job Description : Job Roles & Responsibilities: * Responsible for the coordination, business requirements gathering/analysis, * Design, testing, implementation & quality control * All the activities required for the successful rollout of t",2.0,"Wsh experts Pte Ltd
2.0",Singapore,"Singapore, Singapore",1 to 50 employees,-1,Company - Public,-1,-1,Unknown / Non-Applicable,-1
133,Strategy Insights & Planning Consultant,"ZS is the world’s largest consulting firm focused exclusively on helping companies improve overall performance and grow revenue and market share, through end-to-end sales and marketing solutions – from customer insights and strategy to analytics, operations and technology. From our worldwide offices, ZS experts draw on deep industry and domain expertise to help companies make smarter decisions quickly and cost effectively. We are particularly known for our strong presence in the pharmaceutical and health care sectors, yet work across a range of industries.

ZS's Business Consulting group delivers solutions to a broad spectrum of sales and marketing challenges. We also help our clients transform their sales and marketing organizations to implement these solutions. Our solutions and recommendations are based in rigorous research and analysis underpinned by deep expertise and thought leadership.

STRATEGY INSIGHTS & PLANNING CONSULTANT
Strategy Insights & Planning Consultants serve on project teams that deliver high-quality sales and marketing projects to clients. In particular, Consultants possess unstructured problem solving skills as well as strong analytic, synthesis and communication skills. Consultants may work on multiple projects simultaneously. As Consultants advance in their career, they specialize in a particular industry, practice area and/or client relationship.

Responsibilities:
• Work with project leadership to define project scope and develop approach;

• Lead project task execution by ensuring progress, organizing project data and coordinating team meetings;
• Conduct issue analysis and develop hypotheses on the key client issues;

• Design and execute qualitative and/or quantitative analyses to test and analyze hypotheses;
• Synthesize findings, develop recommendations and communicate results to clients and internal teams;

• Provide thought leadership and innovation within projects and practice areas;
• Participate in business development;

• Contribute to internal firm activities;
• Coach and mentor junior team members.

Qualifications:

• MBA with bachelor's (and often graduate) degrees in business, economics, marketing, psychology, physical or life sciences, engineering, applied math, statistics or related fields with a strong academic record. Alternately, candidates may possess a PhD in marketing, economics, decision sciences or related field with a business application. In lieu of an MBA or PhD, 5-8 years of relevant work experience may substitute;
• 3-5 years of pre-MBA relevant work experience;
• High motivation, good work ethic, maturity and personal initiative;
• Aptitude for, and enjoyment of, leading and managing teams;
• Effective oral and written communication skills that enable personal impact with senior-level decision makers;
• Strong attention to detail, with a quality-focused mindset;
• Analytic problem solving skills, with a creative and innovative outlook;
• Client service orientation.
ZS is a global consulting firm; fluency in English is required, additional fluency in at least one European or Asian language is desirable.

An on-line application, including a cover letter expressing interest and a full set of transcripts (official or unofficial), is required to be considered.

ZS Associates offers a competitive compensation package with salary and bonus incentives, plus an attractive benefits package. We are a fair employment practices employer.",3.8,"ZS Associates
3.8",Singapore,"Evanston, IL",5001 to 10000 employees,1983,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,-1
134,"Tax Technology and Transformation Manager, APTC","Our Tax
Technology and Transformation practice provides a wide range of services around
various tax operational challenges that our clients face with respect to
technology, data, process and people. As part of a global team of tax
professionals in 150 countries, you will get a plenty of opportunities to use
and build upon your experience in strategy and process consulting, data
management, implementation of tax software systems and building tax
requirements for various systems to help our clients improve the performance of
tax functions.

The
opportunity

As a Manager for
Tax Technology and Transformation, you are the trusted advisor with deep
understanding of tools and practices across Tax function with a business-oriented
mindset. You will lead the
tax service delivery projects from an end-to-end perspective that will have
significant impact on our clients’ businesses. You will
advise our clients on the strategic and operational challenges facing their tax
functions and to deliver technology enabled transformation.

Your key responsibilities
Define project objectives and scope utilizing expert knowledge of project management practices and procedures
Responsible for the Project Management Plan, which includes areas such as a business case, work plan, schedule, budget, resource plan, communication plan, change plan, and risk plan
Translate key implications from business strategy into execution and act as strategic partner of business
Process and Controls Enhancement: Re-design and deploy streamlined tax processes including new technology solutions with clear roles and responsibilities, standardized work processes, proper controls embedded to manage risks
Data and Systems Effectiveness: Embed the needs of Tax into Finance and IT systems to increase automation and data quality throughout tax processes; automate tax processing, tax compliance and reporting through various tax technologies
Risk Management: Assess and prioritize tax risks to establish a proper control environment that takes if into account the various regulatory regimes
Skills and attributes for success
To be an empowered partner who will drive results, proactively identify and resolve problems, and make tough decisions
Ability to keep up with project management technology, trends and best practices
A keen interest and experience in improving the performance of tax functions
Demonstrated ability to team with and motivate others
Willingness to develop meaningful and influential relationships with clients and colleagues
Strong leadership, attention to detail, problem-solving skills and analytical abilities
To qualify for the role you must have
A degree in relevant field
5-10 years of relevant work experience in project management roles
Proactive personality
Excellent verbal and written communication skills
Flexibility to travel occasionally around Asia Pacific regions
Ideally, you'll also have
Good knowledge of how accounting systems (e.g. SAP, Hyperion, etc) are set-up and used to generate data and compliance
Understanding of databases
Experience in development with SharePoint
A background in tax or finance
Verbal and written communication skills in Mandarin
Experience working in public accounting firms and accreditation by SIATP
What we look for

Highly motivated individuals with excellent problem-solving skills and the ability to prioritize shifting workloads in a rapidly changing industry. An effective communicator, you’ll be a confident team player that collaborates with people from various teams while looking to develop your career in a dynamic organization.
What working at EY offers

EY offers a competitive remuneration package where you’ll be rewarded for your individual and team performance. We are committed to being an inclusive employer and are happy to consider flexible working arrangements. Plus, we offer:
Support, coaching and feedback from some of the most engaging colleagues around
Opportunities to develop new skills and progress your career
The freedom and flexibility to handle your role in a way that’s right for you
About EY

As a global leader in assurance, tax, transaction and advisory services, we hire and develop the most passionate people in their field to help build a better working world. This starts with a culture that believes in giving you the training, opportunities and creative freedom to make things better. So that whenever you join, however long you stay, the exceptional EY experience lasts a lifetime. And with a commitment to hiring and developing the most passionate people, we’ll make our ambition to be the best employer by 2020 a reality.

If you can confidently demonstrate that you meet the criteria above, please contact us as soon as possible.
Join us in building a better working world.
Apply today.
Want to get to know us better?
Visit www.ey.com/SG/careers
Become a fan on Facebook: https://www.facebook.com/eycareerssingapore
Connect with us on Linked In: http://bit.ly/EYLinked_Careers
Follow us on Twitter: https://twitter.com/EY_Singapore
Watch us on YouTube: http://www.youtube.com/ernstandyoungglobal",3.8,"EY
3.8",Singapore,"London, United Kingdom",10000+ employees,1989,Company - Private,Accounting,Accounting & Legal,$10+ billion (SGD),"Deloitte, KPMG, PwC"
135,Technology Consulting: SuccessFactor (Senior Associate/Manager),"Line of Service

Advisory

Industry/Sector

Not Applicable

Specialism

Cloud Computing & Networking

Management Level

Manager

Job Description & Summary

About PwC:
At PwC, our purpose is to build trust in society and solve important problems.
We’re a network of firms in 157 countries with more than 223,000 people who are committed to delivering quality in assurance, advisory and tax services. Find out more and tell us what matters to you by visiting us at www.pwc.com.
PwC refers to the PwC network and/or one or more of its member firms, each of which is a separate legal entity. Please see www.pwc.com/structure for further details.
©2016 PwC. All rights reserved

PwC Consulting:
We help organisations to work smarter and grow faster. Our work is always evolving to respond to industry trends and management focus, and we combine our deep technical skills in response to our clients' changing needs. Over time,
what we do remains closely linked with helping our clients improve the way they operate; innovate and grow; reduce costs; manage risks; leverage talent; and change the way they do business. Our aim is to support our clients in designing, managing and executing lasting beneficial change.

SAP SuccessFactors with 2 end=to-end SAP SuccessFactors project implementation experience and a minimum of 2 years of SAP experience. Successful candidate is responsible for all aspects of assigned projects including leading, planning and coordinating monitoring and controlling , motivating, and communicating with project teams to achieve a successful transformation outcome for our clients.

Responsibilities
Lead, coordinate and drive project delivery for SAP Successfactor Business Transformation projects across all modules including integration to other systems (such as payroll)
Conduct business needs analysis and identify key business challenges
Identify improvement opportunities to achieve clients’ desired business outcomes, Manage risk, quality, timeline, and budget of the SuccessFactors implementation
Define to-be stage of processes, procedures, organisations, capabilities, solution application requirement and performance measurements
Develop deployment/enablement strategy, roadmap and plan to achieve ‘to-be’ stage effectively
Manage/conduct deployment activities and measure achievement of desired outcomes
For Managerial level: Support team with gaining access to tenders, build proposals, win work and deliver projects.
Build and maintain relationships with key executives, business personnel, SME and a network of professional organizations or affiliations.
Utilize and apply best practices on projects based on experience and in consultation with experts; appropriately tailored for the client and their culture.
Manage team onboarding, logistics issues, coordinate with stakeholders and act as a conduit between project team members, vendors and stakeholders.
Liaise with application management and legacy IT support teams
Requirements
A recognized Degree qualification
2 years of SAP implementation experience in the SAP HCM and SAP SuccessFactors with at least 2 SAP Successfactor project experience.
Understanding of how SAP Successfactor work
Familiarity with Human Capital business processes and leading industry practices in payroll,
Strong understanding of how business processes work and integrate in an ERP/SAP environment.
Undergraduate degree with an information technology and/or Human Resource focus (preferred).
Ability to design and drive changes for business process re-engineering and organisational change
Strong written and verbal skills
Strong analytical and problem solving skills
Strong client service mind-set with good project management skills
Flexibility to travel in the region when required.
Education (if blank, degree and/or field of study not specified)

Degrees/Field of Study required:Degrees/Field of Study preferred:

Certifications (if blank, certifications not specified)

Desired Languages (If blank, desired languages not specified)

Travel Requirements

Not Specified

Available for Work Visa Sponsorship?

Yes

Government Clearance Required?

No

Job Posting End Date",3.8,"PwC
3.8",Singapore,"New York, NY",10000+ employees,1998,Company - Private,Accounting,Accounting & Legal,$10+ billion (SGD),-1
136,Consultant,"Ensign is hiring !

Duties and Responsibilities

To fulfill this role, the Consultant, Professional Security Services will:

Lead the client engagements for projects assigned either as an individual or as a member of a larger consulting team.
Be responsible for managing the project delivery, maintaining complete control on project schedule, budget and risk issues; facilitates timely decisions and make necessary escalations to maintain project schedule and budget; identify project risks early and assist by providing prudent and timely recommendations for risk avoidance; sets and manages client expectations; creates and executes project work plans and revises as appropriate to meet changing needs and requirements; communicates effectively with clients and internal stakeholders to identify needs; continually seeks opportunities to increase customer satisfaction. This includes:
Determining and providing advice on the most effective ways to protect computers, networks, software, data and information systems against possible cyber attacks
Interviewing customer-end stakeholders to determine specific security issues
Performing application, systems and network vulnerability testing, risk analyses and security assessments including penetration testing
Planning, researching and designing robust security architectures for assigned projects
Familiarization and expert use of industry security testing tools
Preparing and delivering clear and concise technical & management reports and formal papers (when necessary) on test findings to the different levels of customer-end stakeholders including the management This includes making appropriate level presentations to the customer’s stakeholders
Providing guidance and advisory on the findings to customer stakeholders including developers to remediate the findings
Researching and keeping up-to-date on security trends, security standards and security best practices
Keeping up-to-date with technological trends in relation to cyber security
Performing other job-related duties as assigned
Be responsible for providing technical supervision for (and guidance to) to juniors in the security team i.e. Associate Consultants. Guiding, training and coaching the Associate Consultants to develop and enhance the performance and skills of team members; participates in the training of new consultants; creates and maintains project budget, assists with implementation plans and modifying when necessary to include agreed revisions to project scope; drives results in alignment with business objectives; leads/facilitates internal meetings as well as client meetings in support of project delivery
Responsibilities include supporting pre-sales processes and working with sales and account management professionals to win new business; implementing business; proposal review and refinement;
Maintaining accurate records of “Work in Progress (WIP)” reporting for work delivered with timely clocking in Workday system
Providing Project Plans and regular project status updates to Senior Consultant | Lead Consultant | Project Manager | Operations Manager

Requirements

Diploma/ Bachelor’s Degree in a related field or equivalent experience is preferred
Relevant Industry Certifications such as CISSP, CREST, OSCP, CEH or equivalent is a must
For the position of Consultant I , at least 3 years of IT Security experience preferably in a Professional Security Service environment; For the position of Senior Consultant , at least 5 years of IT Security experience preferably in a Professional Security Service environment;

Preferred Skills /Qualities

Good project management, consulting, customer service, technology skills
Good communication, presentation, writing and negotiation skills
Team player who can perform under pressure and tight deadlines
Familiarity with client server technologies, Virtualization, Cloud and strong knowledge of TCP/IP networks
Programming and Shell scripting knowledge will be an advantageous
Technical, hands-on experience in system administration on Microsoft Windows, Linux/*nix is preferred
Networking skills on Layer 2 to Layer 4 with good routing knowledge is preferred",2.7,"Ensign InfoSecurity
2.7",Kallang,"Singapore, Singapore",501 to 1000 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1
