,Job Title,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
224,Data Scientist - Image Analytics,"Req. ID: 138847

Data Scientist – Image Analytics

As a Data Scientist at Micron Smart manufacturing and Artificial Intelligence organization, you will be working multidisciplinary projects in the different area which leveraging big data in Micron and Suppliers. You will be collaborating with WW Data Science Team to design and build Big Data tools/models/analytics to unlock business value from data in-sights. You are require constantly learning new front tier technology and creatively apply/deliver solutions to Mfg operations to meet BIC goal.

Responsibilities and Tasks
Work with an international team of data scientists, data engineers, software engineers, process and equipment engineers, process integration engineers, yield enhancement engineers, R&D, etc. in a collaborative manner to develop new data science solutions that improve quality, improve yield, reduce deviations, improve manufacturing cycle time, reduce cost, extend manufacturing capabilities, etc.
Draw from a broad background of data-mining techniques in mathematics, statistics, information technology, machine learning, data engineering, design of experiments (DOE), visualization, etc. to discover insightful patterns in semiconductor manufacturing data
Work on projects and develop solutions that would be of high impact to various areas at all manufacturing fabs
Work closely with IT and Supplier on data management, taking an idea, access and prepare necessary data, work with data scientists to create machine learning models, develop it to an application with intuitive user interface, integrate with any pre-existing systems, demonstrate successful use cases and wins, etc.
Developing new or enhancing prior data acquisition and ETL pipelines from various sources into big data ecosystem.
Working with various scientific data such as equipment sensor data and logs, image and various types of signals, manufacturing process data, etc. to extract meaningful information for analytics
Creating intuitive user interface for interactive data visualization to explain insights from data
Qualifications
At least 5 years of work experience in computer vision and deep learning solution implementation
Full stack development experience prefers though not a must
PhD or Masters in Computer Science or related field
Strong communication skills with a demonstrable ability to lead multiple teams/projects in parallel, reporting to senior executives
Strong analytical and creative problem-solving skills
Strategically focused, impact oriented, highly organized and adaptable.
Working Location : Woodlands

About Micron

As the leader in innovative memory solutions, Micron is helping the world make sense of data by delivering technology that is transforming how the world uses information. Through our global brands — Micron, Crucial and Ballistix — we offer the industry’s broadest portfolio. We are the only company manufacturing today’s major memory and storage technologies: DRAM, NAND, NOR and 3D XPoint™ memory. Our solutions are purpose built to demonstrate the value of data to unlock financial insights, accelerate scientific breakthroughs and enhance communication around the world.

We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.

We recruit, hire, train, promote, discipline and provide other conditions of employment without regard to a person's race, color, religion, sex, age, national origin, disability, sexual orientation, gender identity and expression, pregnancy, veteran’s status, or other classifications protected under law. This includes providing reasonable accommodation for team members' disabilities or religious beliefs and practices.

Each manager, supervisor and team member is responsible for carrying out this policy. The EEO Administrator in Human Resources is responsible for administration of this policy. The administrator will monitor compliance and is available to answer any questions on EEO matters.

To request assistance with the application process, please contact Micron’s Human Resources Department at 1-800-336-8918 (or 208-368-4748).

Keywords: Singapore || North West (SG-03) || Singapore (SG) || Frontend Manufacturing || Experienced || Regular || Engineering || #LI-ST1 ||",3.4,"Micron
3.4",Singapore,"Boise, ID",10000+ employees,1978,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (SGD),"Samsung Electronics, SK hynix, Toshiba"
225,Data Scientist,"Job Description
As a Lazada data scientist, you will face different challenges. You will be applying different techniques such as deep learning, reinforcement learning, natural language processing and operational research to solve real world problems. You will be:
Responsible for developing the algorithms for seller & operation business, including content understanding and generation, performance prediction, pricing, product matching and recommendation, to boost seller and business growth.
Following the state-of-the-art research work and the integrated applications on deep learning, recommendation, optimization, reinforcement learning and so on.
Continuous improving algorithms to adapt to evolving business requirements, and ensuring high efficiency, scalability as well as good coding styles.
Job Requirements
At least two years relevant working experience
Masters or PhD degree in computer science, operations research, statistics, mathematics, or equivalent fields
Solid theoretical foundations and industry experiences in machine learning, natural language processing, computer vision, personalized search & recommendation, user/seller behavior modeling, sales forecasting, knowledge graph and representation, marketing algorithm, large scale data analysis/platforms
Expertise in deep learning, reinforcement learning, explore & exploit algorithms, control theory is preferred
Experience in machine learning libraries such as Tensorflow, Keras, Theano, etc.
Solid programming skills in SQL, Java, Python and Scala
Passionate about technology, demonstrate ability to generate new ideas and innovations; excellent in self-learning, problem analyzing and solving; work independently, proactive, strong teamwork spirit
Good interpersonal and communication skills, including the ability to describe the logic and implications of a complex model to stakeholders.
Singaporeans preferred",2.8,"Lazada
2.8",Singapore,"Singapore, Singapore",5001 to 10000 employees,2012,Company - Private,Other Retail Shops,Retail,Unknown / Non-Applicable,-1
226,"Digital Business Analyst/ Programme Manager, Governance","Government
Infrastructure Group (GIG) of the Government Technology Agency (GovTech)
strategises & delivers whole-of-government (WOG) infrastructure products
and services. We are looking for a Business Analyst/ Programme Manager to
support the Governance team of GIG.
What to Expect:
Support technical and quality (QMS) audits and activities conducted on
Suppliers and WOG Infrastructure systems; The systems comprise both outsourced
and in-house built systems; Technical audits include IT Operations audit,
Security and Resilience audit, Service Management audit, Data Centre audit, Financial
& Procurement audit etc.
Support meetings, document and track follow up of action items.
Conduct / Compile surveys and polls
Provide consultative support to projects on quality assurance, and
supporting project teams in quality assurance activities into projects;
Provide input to and collate reviews and feedback on technical policies
and standards, and when required, liaise with Policy Developers to understand
rationale and address feedback;
Assist in the conduct of compliance checks on projects;
Track audit remediation and reporting to management on audit follow-up
How to Succeed:

At least a diploma holder or higher with prior infocomm industry and or
public sector experience
Experience and knowledge in conduct of, participating and supporting
audits for IT systems and processes
Familiar with IT project management approaches, tools and phases of the
project lifecycle.
Good
working knowledge of ISO9001 standards preferred
Good communication
skills – both written and verbal.
Problem
solving and root cause identification skills.
Team
player & good interpersonal skills.
Conversant
in MS Word, MS Excel, MS Powerpoint",3.6,"GovTech
3.6",Singapore,"Singapore, Singapore",1001 to 5000 employees,2016,Government,Government Agencies,Government,Unknown / Non-Applicable,-1
227,"Digital Business Analyst/ Programme Manager, Planning","Government Infrastructure Group (GIG) of the Government Technology Agency (GovTech) strategises & delivers whole-of-government (WOG) infrastructure products and services. We are looking for a Business Analyst/ Programme Manager to support the Planning team of GIG.
The Programme Manager is responsible for managing the overall programme plans that support the whole-of-government ICT digitalisation transformation. This job role requires cross-team collaboration to monitor the status of all the programme tracks and provide regular updates to internal and external stakeholders. The Programme Manager is also in-charge of managing contracts for software licences and support the project teams on software licensing issues.
What to Expect:
Support the planning process, such as envisioning, formulation of the Group’s planning guidance, development, implementation and evaluation of the Group’s plans, goals, objectives, policies and procedures.
Support meetings, document and track follow up of action items.
Conduct / Compile surveys and polls
Oversee the procurement and management of Suppliers’ performance in meeting contractual obligations for outsourced planning or governance programmes / projects.
Collect and analyse data points to assess quality and operational effectiveness, and work with GIG Divisions to recommend effective improvements.
Provide secretariat support to GIG-internal as well as external committee meetings involving senior leadership, including setting agendas where necessary, collating and ensuring quality of GIG submissions (e.g. papers / presentations), meeting minutes etc.
Be the point of contact to stakeholders on all matters related to the programmes
Monitor the utilisation of funding and manpower requested and track the programme’s deliverables
Coordinate, consolidate and review deliverables from GIG Divisions for reporting or submissions in a variety of areas such as workplan, risks, quality, contracts, manpower, budget, expenditures, audits, operational effectiveness, measurements, etc.
Maintain registers (e.g. risk register, contract register, portfolios), monitor adherence by GIG Divisions to plans and schedules (e.g. internal and external quality audits, supplier conformance audits by GIG, external audits by AGOs etc), and coordinate status updates to Management Teams.
Manage the procurement of software licences (such as Microsoft and Oracle) for whole-of-government; Address queries and issues relating to software licences
Assist in managing workforce transformation and change management strategies of the group, to align with corporate workforce vision, including conduct of needs analysis, develop and implement competency framework and implementation plan (e.g. emplacement, training and development plans).
How to Succeed:
Degree in Computer Science, Computer or Electronics Engineering or Information Technology or related disciplines
Minimum 5 years of relevant planning and development work, project management or programme management role
Working experience in leading a team to support programmes either in an external IT service provider organisation or internal IT department within an organisation is an added advantage.
Experience working in cross-functional teams with strong communication and management skills
Experience in software product licensing is advantageous
Project management accreditation such as PMP, CITPM or equivalent, are preferred
Good Facilitation sills
Good communication skills – both written and verbal.
Problem solving and root cause identification skills.
Team player & good interpersonal skills.
Conversant in MS Word, MS Excel, MS Powerpoint",3.6,"GovTech
3.6",Singapore,"Singapore, Singapore",1001 to 5000 employees,2016,Government,Government Agencies,Government,Unknown / Non-Applicable,-1
228,Data Analyst (Consumer) - Group Customer Analytics & Decisioning,"About OCBC
Having purpose and making a real impact drives what we do at OCBC, for our customers, colleagues and the community. People count on us to deliver an amazing banking experience, but more importantly one that is uncomplicated and complements their changing lifestyle and business needs. Our employees are the architects that make this all possible; they are high performing individuals and teams, experts in their field and above all believe in our purpose and commitment to customers.
Our community of game changers at OCBC builds for the future; think Ambitious goals, act with a strong Belief and execute with Courage and agility to drive impact. These ABCs sit at the centre of our culture of change and innovation.

What you’ll do
Working within the Group Customer Analytics & Decisioning team, you will design data driven solutions to enable the Consumer Bank to capture new business opportunities.
Regular interaction with product and channel managers to understand their business objectives. Proactively recommend on how you think data & analytics could help them achieve their goals.
Apply data discovery, segmentation & other exploration techniques to identify emerging trends and opportunities for refining OCBC’s customer propositions.
Develop targeting marketing campaigns to drive relevant communications to OCBC’s customers & front-line channels – including design of Post-Campaign Analysis solutions to track effectiveness and uplift of Marketing activity.
Design of data visualisation and interactive dashboards.
Some use of more advanced analytical modelling techniques to predict & optimise customer and portfolio outcomes.
LI-VN
What you’ll bring
Minimum 2 years hands-on experience working in an analytical marketing team – actively using Campaign Management software and/or dashboard design, model building. Banking industry experience not necessary.
Strong experience in Campaign Management function – with hands-on experience of a leading tool from the likes of Unica, Adobe, SAS. Awareness of Direct Marketing concepts such as A:B Testing, Event Based Marketing.
Strong hands-on skills in analytical tools like EDW, SQL, Qlik/Tableau, SAS, Python.
Knowledge of modern infrastructure/ tools like Hadoop, Talend, Spark is a plus.
Excellent communication skills with the ability to articulate complex solutions to non-technical users.
Energetic personality with an innovative, self-starting spirit. Someone that likes to ask “why?”",3.6,"Ocbc Bank
3.6",Singapore,"Singapore, Singapore",10000+ employees,1932,Company - Public,Banks & Building Societies,Finance,$10+ billion (SGD),"DBS Bank, United Overseas Bank"
229,"Business Analyst, SAP HR / Workday","As a Business Analyst, you will be managing the HCM service delivery aspects of the project. You will collaborate with a team supporting a shared HR, finance and procurement system used by subscribing government agencies i.e. statutory boards.
You will advise agencies on key trends and best practice for ERP solution locally and internationally to meet the business domain’s objectives and solve business problems, assess applicability for adoption, manage user requirements, and provide IT solutions to bridge business needs. You are knowledgeable in SAP HCM modules or Workday. Success in this will be demonstrated by your ability to conduct business analysis, including business analysis planning and monitoring, business needs exploration and identification, requirement analysis, solution assessment and validation, and requirement management and communication.

What to expect:
Review and analyse agencies’ ERP needs and recommend solutions within the shared System capabilities.
Work with suppliers and agency representatives to evaluate requirements, discuss solutions and develop plan of approach; analyse existing processes and make recommendations to better streamline overall processes within the ERP solution to ensure smooth deployment and adoption of new solution.
Manage service delivery of shared HCM system and related sub-systems, including integration points with finance system and related technical areas.
Work directly with and manage the supplier and agencies for new implementations.
Manage post-implementation support and maintenance of the shared HCM system, including software patches / upgrades, disaster recovery, service quality and compliance with service levels, applicable policies, standards and processes.
Assist with integration of ERP solution with other business systems and applications used by agencies and other Singapore Government shared systems and services.
Validate design and effort of change requests for quality, reliability, maintainability and reasonableness.
Review and analyse existing policies and processes and recommend improvements.
How to succeed:
Degree with major in Information Technology, Information Systems, Systems Development or closely related areas.
At least 5 years’ experience implementing and maintaining Workday or SAP HCM, with hands-on SAP ECC 6.0 (Netweaver) HR ABAP/Webdynpro programming, workflow and configuration.
Completed at least one full SAP project implementation and maintenance life cycle with hands-on experience.
Knowledge of SAP Organisation Management, Personnel Administration, Time Management to Personnel Development including the suite of Talent Management (Appraisal, Recruitment, Talent Management & Development, Compensation and Learning Solution) functionalities and features.
Experience in any of the leading cloud ERP products in HR domain will be preferred.
Possess good communication, interpersonal, organizational and planning skills.
Able to interact and communicate effectively with all levels of management, users and suppliers.
Must be a self-starter and able to work independently with minimum supervision.
Pluses
Knowledge of, and experience in SAP ERP ECC 6.0 EhP 7 and related areas (e.g. process / product trends, best practices and technologies)
Knowledge of Singapore Government accounting practices and policies
Business Analysis certification: Certification of Competency in Business Analysis (CCBA) or Certified Business Analysis Professional (CBAP)",3.6,"GovTech
3.6",Singapore,"Singapore, Singapore",1001 to 5000 employees,2016,Government,Government Agencies,Government,Unknown / Non-Applicable,-1
230,Business Analyst (Data Analytics),"We are looking for Business Analysts (Data Analytics) who’s interested in using data to help the government design solutions that address its policy and business problems, and stay close to the needs of the general public. The applicant will be responsible for demonstrating how better use of data can help recommend new policies, streamline operations or bring more customised solutions for citizens. He/ She should have some training and working experiences on data analytics, and should be comfortable with hands-on data manipulation, data modelling and data visualisation.

What to Expect:
Provide data analytics consulting services to the government agencies, including data analytics planning and strategy – perform data analytics visioning and road-mapping, business case development, implementation planning, organisational planning, budget and risk management planning
Work closely with stakeholders to understand their needs/ pain points, scope the problem and develop business case on how to turn data into critical information and knowledge that can be used for policy making, streamlining operations or developing solutions for citizens.
Advise stakeholders on the key ICT trends and best practices in data analytics, assess applicability for adoption and recommend solution that best fits stakeholders’ needs
Perform data cleaning, pre-processing and feature engineering that facilitate meaningful analysis
Work closely with data scientists to mine insights from structured and unstructured data and to resolve complex statistical modelling problems to answer pertinent business questions.
Design dashboards and interactive visualisation as tools for data exploration as well as for storytelling. Present analytics insights to business users and stakeholders
Work with stakeholders to ensure smooth deployment and adoption of new solution

How to Succeed:
Degree/Master in Computer Science, Electronics Engineering, or related IT disciplines
Minimum 3 years of relevant working experience
Ability to take a broad, strategic perspective as well as drill deep to understand business needs and challenges
Understand key concepts, techniques and considerations in Machine learning and Data analytics
Training and relevant experience in one or more of the following areas:
Statistical modelling tools such as: R, Python, RapidMiner, Knime, SAS, Matlab or SPSS
Data manipulation using scripting languages like Python or using ETL tools
Visual analytics technologies like Tableau, Qlikview or D3.js
End-to-end analytics architecture, preferably with some working knowledge of big data stack
Excellent communications skills, both oral and written, with ability to pitch ideas and influence stakeholders
Strong analytical, conceptualisation and problem solving skills
Team player with strong organisation and people handling skills
Passion for the use of analytics and data to improve public service",3.6,"GovTech
3.6",Singapore,"Singapore, Singapore",1001 to 5000 employees,2016,Government,Government Agencies,Government,Unknown / Non-Applicable,-1
231,Business Analyst (Agile Methodology),"You will be responsible for managing the Business Requirements and Functional Solution aspects of the project. As the successful candidate, you will be a member of the GovTech team in a Government Agency (Ministry/Statutory Board).
You will also advise the Agency on the key ICT trends and best practices locally and internationally to meet the vertical business domain’s objectives. Assess applicability for adoption, manage user requirements, and provide IT solutions to bridge business needs.
What to Expect:
Involve in Business Analysis Planning and Monitoring using Agile methodology
Analyse stakeholders’ needs, scope the problem and develop business case to address the problem
Assess current state, analyse stated requirements of stakeholders and accurately defines business need within specified scope
Uncovering and capturing requirements as stories into a master story list
Build narratives and acceptance criteria for the highest priority stories in upcoming iterations/sprints
Validate the acceptance tests
Progressively signoff completed stories with users
Provide continual feedback to the development team
How to Succeed:
Degree/Master in any discipline that would equip the candidate with the necessary skills to come up with strategic solutions for IT projects
Minimum 4 years of working experience
Experience in Agile
Knowledge and experience in product / industry’s trends, best practices and technologies
Consulting or Business Analysis experience
Business Analysis certification, i.e. Certification of Competency in Business Analysis (CCBA), Certified Business Analysis Professional (CBAP), Agile Certified Practitioner (ACP) from the Project Management Institute (PMI), Certified Scrum Master
Strong analytical, conceptualisation and problem solving skills
Ability to take a broad, strategic perspective as well as drill deep to understand business needs and challenges
Results and customer oriented
Team player with strong organisation and people handling skills
Excellent communication skills, both oral and written, with ability to pitch ideas and influence stakeholders",3.6,"GovTech
3.6",Singapore,"Singapore, Singapore",1001 to 5000 employees,2016,Government,Government Agencies,Government,Unknown / Non-Applicable,-1
232,Data Scientist - AI Lab (Full Stack Developer),"Job description:
Develop data-driven web applications using Python and JavaScript.
Contribute to scaling our data science capability through the development of smart apps.
Be a thought-leader and drive innovation within the organisation.
*LI-VN

Requirements:
Degree in a quantitative subject (e.g. Computer Science, Engineering, Mathematics, or related field).
Minimum 5 years of working experience developing web applications.
Strong proficiency in Python and JavaScript.
Proficiency using Python-based web frameworks such as Flask, Django or Dash would be a strong advantage.
Strong interest in data, machine learning and artificial intelligence.
Exposure to React.js and related frameworks.
Experience using Docker and Kubernetes or similar frameworks to deploy web applications at scale.
Clear communicator, with the ability to articulate ideas with data.
Experience with operating in a corporate environment and stakeholder management.
Strong results driven personality with an innovative spirit",3.6,"Ocbc Bank
3.6",Singapore,"Singapore, Singapore",10000+ employees,1932,Company - Public,Banks & Building Societies,Finance,$10+ billion (SGD),"DBS Bank, United Overseas Bank"
233,"Data Scientist, Artificial Intelligence Platforms","The Government Technology Agency (GovTech) aims to transform the delivery of Government digital services by taking an ""outside-in"" view, putting citizens and businesses at the heart of everything we do. We also develop the Smart Nation infrastructure and applications, and facilitate collaboration with citizens and businesses to co-develop technologies.

GovTech's Data Science and Artificial Intelligence team uses technology and data to help deliver high-quality digital services to citizens and businesses in Singapore. We build software for government agencies to better understand and use their data to improve operations and decision making.

Data scientists in GovTech help crack challenging problems through the use of machine learning and other computational methods on government data. You would have the opportunity to work across domains like citizen engagement, healthcare, transport and operations.

Join us as we support Singapore’s vision of building a Smart Nation - a nation of possibilities empowered through info-communications technology and related engineering.

What to Expect:

As a data scientist, you will help to:
Improve public service delivery and policy by extracting insights from government data
Work closely with product managers, data scientists and engineers to develop, test and deploy new data products
Write production-quality code and work with engineers to put models into operation
Learn new things and impart knowledge with other team members in a multi-disciplinary team
Additionally, more senior data scientists will be expected to establish best practices, share your expertise and mentor other data scientists and help with recruiting.

This job entails bringing your expertise and capability to the public sector -- from coding new systems from scratch to using the best solutions the community has to offer. We use cloud services, open source software, and commodity hardware as far as possible. Knowing what to build and what to reuse lets us avoid wasting time on solved problems and focus on delivering actual value.

In GovTech, there will be opportunities to work on meaningful projects that solve problems pertinent to our society, from transportation, to education, to healthcare. The public sector is full of opportunities where even the simplest software can have a big impact on people’s lives. We are here to improve how we live as a society through what we can offer as a government. If hired, expect the following:
Rapid Prototyping - Instead of spending too much time debating ideas we prefer testing them. This identifies potential problems quickly, and more importantly, conveys what is possible to others easily.
Ownership - In addition to technical responsibilities, this means having opinions on what is being done and having ideas on what should be done next. Building something that you believe in is the best way to build something good.
Continuous Learning - Working on new ideas often means not fully understanding what you are working on. Taking time to learn new architectures, frameworks, technologies, and even languages is not just encouraged but essential.
How to Succeed:
Applicants that are well-versed in Python, JavaScript and Scala will be appreciated but it is not mandatory. Proficiency in at least one language and the ability to learn is what matters to us.
Applicants that have experience in working with data and machine learning to solve problems
Applicants that have demonstrated the ability to build software write code to solve abstract problems
Applicants that take the initiative to make things happen and able to reason about code with other engineers
Applicants that would want to work for the good of the public",3.6,"GovTech
3.6",Singapore,"Singapore, Singapore",1001 to 5000 employees,2016,Government,Government Agencies,Government,Unknown / Non-Applicable,-1
234,Credit Collection Analyst,"Job description, low-code style:


As the #1 low-code application development platform, OutSystems provides customers with everything they need to build apps incredibly fast. So, lets cut to the chase: were looking for a Credit Collections Analyst. Does the challenge of working with a hot company in a rapidly growing tech market sound exciting?

The longer story:


The OutSystems low-code platform enables customers to facilitate digital transformation through massive efficiency gains in building and supporting enterprise-grade applications. By leveraging automation, artificial intelligence and deep technology integrations, software developers and business users can build applications through an intuitive, visual interface, rather than traditional coding. Customers experience tremendous cost savings and create competitive advantages by developing custom applications in days and weeks versus months and years, despite a shortage of skilled developers.

The Credit Collections Analyst Support the sale of product through effective credit administration and consistent application of corporate credit policies, analysis, collection activities, and customer limits. Support the Credit Collections Manager in gathering local customer information to evaluate credit worthiness of existing and potential customers with a goal of optimizing the mix of company sales and risk of payment. Keep Credit Collections Manager informed as to credit and collections risk aspects of the corporate credit portfolio. Manage and mitigate the credit risks associated with sales consistent with corporate guidelines.

Responsibilities:

Review and approve nonstandard billing schedules and payment terms.
Manage the collection of customer accounts within assigned portfolio. This includes possible payment arrangements as well as building excellent customer service relationships to understand our customers needs and issues.
Prepare DGT forms and other tax forms to reduce withholding taxes.
Make recommendations to the Credit Collections Manager on the rescinding of credit terms, more aggressive collection tactics or dispute resolution, based on productivity of customer contacts and overall payment performance.
Interact regularly with customers and sales staff to evaluate credit risks and set appropriate credit lines for current and prospective customers.
Complete other reporting and Accounts Receivable projects as needed.
Assist with the month end close process as needed.
Requirements:

3-or more years of experience in credit and collections, including experience dealing with multinational large commercial credit lines ($100,000 or greater)
Knowledge of the credit management cycle including the establishment and maintenance of credit lines and the collection process in a B2B environment
Strong analytical skills, including the ability to evaluate financial statements of current and prospective customers.
Knowledge of the order to cash cycle and basic revenue recognition practices.
Experience with NetSuite and/or Salesforce a plus, but not required.
Bachelor's Degree in Accounting or Finance.
Detail-oriented with the ability to manage multiple initiatives simultaneously.
Able to give clear and consistent recommendations and/or instructions to team members.
Excellent teamwork, communication, and documentation skills.
Exceptional writing proficiency and oral presentation skills.
Excellent listening, problem solving, and decision-making skills
Location:

Singapore office
Working at OutSystems

We dont have many rules, but we have a lot of common sense. Our commitment to our culture is highlighted in The Small Book of the Few Big Rules, written by our Founder and CEO, Paulo Rosado. This commitment to culture has landed us in the top six Forbes Best Cloud Computing Companies and CEOs To Work For three years running.
Disrupting the status quo is in our DNA. In fact, its why our company exists
We ask why a lot. It helps us connect our individual work to the bigger picture, and sometimes even uncover a better way
Our offices are great places to be, but will never be the stuff of future tech mockumentaries. Were much more down-to-earth than that
About OutSystems

Our software platform is revolutionizing how organizations build and deliver business-transforming applications. OutSystems is one of the fastest growing B2B software companies in the world, with a base in Lisbon, Portugal, international locations in Atlanta, Boston, London, Amsterdam, Dubai, Tokyo, Sydney, and Singapore, and customers in more than 52 countries.
Recognized as a leader in our market by top analyst firms, like Forrester and Gartner
Winner of multiple industry awards, including the prestigious CODiE award
Loved by customers who have voted us the best low-code software platform (Gartner Peer Reviews, TrustRadius, and G2 Crowd)
https://www.outsystems.com/company/careers/",4.3,"OutSystems
4.3",Singapore,"Lisbon, Portugal",1001 to 5000 employees,2001,Company - Private,Computer Hardware & Software,Information Technology,$100 to $500 million (SGD),"Mendix, Kony, Salesforce"
235,Data Scientist - AI Lab,"Title : Data Scientist
Rank : AVP
Job description:
Understand and solve identified business problems from curated datasets.
Design analytical solutions and experiments.
Conduct data exploration, feature engineering, visualization and develop models.
Model validation and deployment preparation with engineering team.
Be a thought-leader and drive innovation within the organisation.
*LI-VN

Requirements:
Postgraduate degree in Statistics, Mathematics, Artificial Intelligence, Machine Learning or a related field.
Minimum 4 years of working experience with AI, ML, Data Science or a related field
Experience in applying machine learning techniques and designing algorithms that are scalable and production-grade.
Working experience with analytical tools and languages such as Python scikit-learn, R, SAS ML or equivalents. Experience with Spark, H2O or other Hadoop based frameworks is a plus.
Clear communicator, with the ability to articulate ideas with data.
Experience with operating in a corporate environment and stakeholder management.
Strong results driven personality with an innovative spirit.",3.6,"Ocbc Bank
3.6",Singapore,"Singapore, Singapore",10000+ employees,1932,Company - Public,Banks & Building Societies,Finance,$10+ billion (SGD),"DBS Bank, United Overseas Bank"
236,VIE - Business Analyst - Singapore - 12 months (M/F),"Description de l'entreprise

Natixis Investment Managers serves financial professionals with more insightful ways to construct portfolios. Powered by the expertise of more than 20 specialized investment managers globally, we apply Active Thinking to deliver proactive solutions that help clients pursue better outcomes in all markets.

Through our distinct multi-affiliate model, Natixis is able to offer diverse solutions with active expertise across asset classes – from traditional equities and fixed income, to alternatives and ESG-driven strategies. This diverse lineup of high-conviction investment managers, each with its own unique process and culture, offers access to multi-dimensional and unconventional thinking that can lead to alpha generation.

Poste et missions

You will be attached to the Institutional Sales team covering Southeast Asian institutions. Primary role is to support the activities related to institutional sales prospecting and client servicing in Southeast Asia. Additionally, the individual is expected to also assist with all roadshows, events and marketing and sales activities conducted by the Singapore BDU.

Your main missions will be :

Support all roadshow activities which include collating relevant materials to be used for meetings
Screen government procurement sites on weekly basis for new tenders & Requests for Proposals (RFP)
Coordinate, together with Sales, the completion of RFPs and proposals
Facilitate account-opening and onboarding process for new clients with Transfer Agents
Assist Sales to prepare and customise portfolio review materials for regular client reporting
Work with affiliates and Reporting & Operational teams to respond to client queries
Work with Finance on rebate computations and payment to clients on a quarterly basis
Work with Risk Oversight team for submission of quarterly Compliance Reports to clients invested in Natixis Investment Managers’ Funds
Perform analysis of competitor funds/strategies including performance rankings and where relevant, work with Portfolio Research and Consulting Group & Product Intelligence and Market Research team in London
Maintain and update institutional contacts in CRM. Coordinate release of white papers, research pieces, market updates, etc produced by affiliates to prospects & clients
Prepare call reports, as required, with inputs from Sales
Assist Sales to prepare Management & Strategy Reports and ad-hoc market analysis

Profil et compétences requises

Educational background: Business or Financial Degree From University or Grande Ecole de Commerce.

Key skills: Good written and spoken English & French skills (regular contact with Paris-based teams) is a requirement. Proficient in Excel, Powerpoint, Word. Ability to pick up use of various tools for performing peer comparisons and fund analytics, e.g. Morningstar, Consultant databases, Bloomberg. Previous working experience in asset management firms is a plus.

The V.I.E program enables French companies to send a young graduate between 18 and 28 years of age on a working assignment abroad for a flexible period of 6 to 24 months, which can be renewed once within a 2-year period. It is open to young French and European candidates only.",3.9,"Natixis
3.9",Singapore,"Paris, France",10000+ employees,2006,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (SGD),-1
237,Data Scientist,"Carousell is one of the world's largest and fastest growing mobile classifieds apps with a mission to inspire every person in the world to start selling and buying to make more possible for one another.

Since our launch in Aug 2012, we've expanded into 8 countries with over 250 million listings. As a team of passionate individuals working together to solve meaningful problems, there is so much more for you to discover in a career with Carousell.

At Carousell you will have the opportunity to improve experience for millions of our buyers & sellers across 9+ markets . Given high volumes of user-generated-content and dynamics unique to a C2C marketplace, there are endless opportunities to generate significant business & user impact leveraging machine learning.

You will be part of a talented group of Data Scientists, reporting to Head of Data Science. You will get to work with big volumes of data, converting them into actionable insights / models for both our users and team. You will have the autonomy to lead and explore data science projects to solve key business problems, by working together with a core team of passionate data analysts, scientists and engineers.

You will get the opportunity to work on a wide variety of impactful & important problem areas like: Item Authority, Price Prediction, Content Moderation, Search & Recommendations, Fraud Detection, User Segmentation, Dynamic Ads Pricing & Placement, Chat Analytics (NLP), Image Search etc.

The successful candidate must be able to work directly with very large datasets and data science tools & libraries. He/she should be passionate about their work, detail-oriented, scientific, and have excellent problem-solving abilities.

You are expected to embody Carousell's 5 Core Values: Stay Humble, Solve Problems, Be Mission First, Be Relentlessly Resourceful & Care Deeply

You will:
Mines data using modern tools and programming languages.

Able to handle all aspects of ML model development: data wrangling, feature engineering, model selection / architecture, training, offline evaluation, plans A/B experimentation & productionization

Defines and implements models to uncover patterns and power predictions creating business value and innovation.

Work closely with other data scientists / ML engineers in Singapore and India development centers, contributing to the culture of continuous learning & sharing.

Partner closely with Product Managers & other senior Data Scientists in identifying potential data science solutions to important product / business problems.

You have:
3+ years exp. as data scientist / ML engineer, with hands on experience of solving multiple product & business problems leveraging machine learning.

Good university degree in a quantitative discipline (e.g. Computer Science, Mathematics, Statistics, or related field)

Solid foundation in maths, programming and ML fundamentals

Strong programming ability in Python, SQL and experience with machine learning frameworks and libraries (e.g. TensorFlow, Keras, Spark MLlib, Sklearn)

Experience in building ML models at scale, using real-time big data pipelines on platforms such as Spark/MapReduce

Hands on experience of leveraging Deep Learning to solve a business problem

Diligent and reliable, with excellent analytical skills, communication skills, and teamwork

Good to have :
Experience of solving Data Science problems related to eCommerce or classifieds space, esp. Involving user-generated-content

Experience of solving marketplace related Data Science problems: content discovery, content moderation, fraud detection etc

Publications in well-respected conference / journals",3.7,"Carousell
3.7",Singapore,"Singapore, Singapore",201 to 500 employees,2012,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1
